content,score,sentiment
"saya suka ui nya. tapi kalau penjual banyak yang pindah, yaa ikut pindah. kalau ada aplikasi yang lebih murah dan jelas ngapain setia sama aplikasi yang udah kaga jelas. bikin rugi semua udah lama pilih2 barang! dapet ,stok habis. payah!!!",1,negative
bagus sih cmn kok pda mahal ongkir ya gk kek dulu prtama pake,4,positive
sangat mengecewakan dan buruk mereka pelindung para penjual penipu hak pembeli TDK ada SDH berkali kali komplain dan bbrp kali transaksi pelayanan tetap mengutamakan PENJUAL dr pd pembeli bukti sgt byk tetap aja eeekkk,1,negative
"apk ini kekurangan beberapa fitur. salah satunya: jika pesanan terjadi kendala pembeli bisa membuat laporan ke cs servic, lokasi alamat tidak ada gambar seperti di gogle maps jadi kita bisa tahu di mana lokasi paketnya berada, terus yang paling penting saat ingin membuka apk tokopedia kadang sering harus buat sevikasi pin tokopedia ketika ingin membuka tokopedia. Saran saya itu semua harus diperbaiki atau setidaknya di update lagi. Tapi setelah update jangan mucul masalah lagi.",3,negative
"Juli 2025 Saya Kecewa Dengan Tokopedia, Pembelian Barang Minyak Goreng Dapatnya cash HP Penipuan Tapi, Kurir JNT Sudah Di Konfirmasi Sebelum Barang Di Kirim Minta Retur Tidak Mau Retur, Akhir Retur Apk Dan Tidak Di Pick Up Selama 4 Hari Akhir Kirim Ke Kantor JNT, Di JNT Jombang Ditolak Tidak Menerima Retur Akhirnya Ke JNT Kediri. Masa Iya Merepotkan Pembeli Segitunya. Komplain Ke CS Tidak Memberikan Solusi Yang Berarti. Pokoknya Bikin Pusing. Dan Saya Putuskan Untuk Berhenti Mengunakan Tokopedia",1,negative
mksih,5,positive
Recommend,5,positive
ok,3,negative
"setelah integrasi.. dengan tiktok jadi semakin buruk,, upload produk tidak bisa.",1,negative
"kurang membantu masalah retur balik, kalau ada penjual nakal, langsung di blacklis aj, expedisi yg TDK bisa kerjasama jangan di pakai, diskon sekarang aneh, kalau qty barang di gandakan, malah ga dpt diskon, ya ke depanny lebih baik LG tokped, thanks",1,negative
"alih alih pembatalan otomatis jika belum di proses. toko malah bermain dengan barang kiriman ""GAGAL PICKUP PAKET KARNA PENGIRIM SEDANG MEMPERSIAPKAN PAKET"" pesen tanggal 3 sampai tanggal 6 PAKET BELOM TERKIRIM!!!!!!!!! DAN TIDAK ADA PEMBATALAN!!!!!!!!!!!!!!!",1,negative
"sejak dipegang tiktok, tokopedia ini sengaja di error kan pas checkout, jadi halaman pembayaran kalau tidak error ya nge blank putih, setelah di tutup dan dibuka lagi harga sudah berubah jadi normal tidak promo lagi, itu kenapa saya sebut sengaja di error kan sama mereka",1,negative
"makin kesini kok makin tidak baik sistem tokopedia ini. saya ada pembelian di Toko baju...toko tsb kirim salah size, dan toko tsb mau jika barang tsb diretur.baiklah saya retur krna size salah, sdh ada jadwal pengambilan paket dr kurir tokped, eeh sampai 4hari tdk ada satupun kurir yg dtg utk ambil paket yg saya retur, hasilnya pesanan terselesaikan otomatis karena sy tdk mengirim retur barang.pdhl paket sdh siap diambil, sdh keluar no invoice pengiriman jg tp kurir tak kunjung dtg.",3,negative
Tokopedia bagus banget ya barang nya oke deh,5,positive
"TERKAIT DISKON ATAU CASHBACK SAYA TIDAK PERNAH MEMPERMASALAHKAN WALAUPUN TIDAK PERNAH DAPAT, NAMUN KEBIJAKAN UNTUK PEMILIHAN DAN PENERAPAN PERATURAN KURIR SANGAT BURUK! SEHINGGA KURIR SEENAKNYA SAJA MENGAMBIL BARANG PEMBELI, TIDAK ADA TINDAKAN ATAU PERATURAN YANG TEGAS! JIKA KURIR TIDAK MELAKUKAN PEKERJAAN SESUAI SOP SEHARUSNYA DIKENAKAN SANKSI YANG BERAT,. DAN KEBIJAKAN REFUND DAN KOMPLAIN BURUK SEKALI, PEMBELI SELALU KALAH BANDING WALAUPUN PEMBELI DIPOSISI YANG BENAR,.",1,negative
kenapa semua toko kalau di tanya barangnya ready kak di jawab ready kalau udah CO gk segera di kirim kok jadi lelet gitu sekarang,1,negative
"barang ok, harga ok, satu saja kelemahan belanja disini pengirimannya apalagi klo kurirnya ""silemot"", super luuaaaamaaa banget, pengiriman dari dan ke sekitar bandung bisa nyampe 6 hari nyaris seminggu 😂😂 ...tolonglah perbaiki hal ini...dulu saya lebih sering belanja di toko ijo dari toko oren, sekarang terbalik",2,negative
mantep,5,positive
yg tepercaya,5,positive
"Penipuan iming iming tulisan cashback tapi gamasuk masuk cashback masuk kemana gatau. Tolong ya jumlah transaksi pertama cashback 30rb dan transaksi ke dua cashback 20rb. Tolong itu masuk kemana, pesanan sudah saya terima dan sesuai.",1,negative
mantap,4,positive
"data saya bocor, ada yg mencuri foto profil saya namun saya tidak bisa menghapus atau edit foto profil saya. Saya juga tidak bisa hapus akun (selalu dapat message error saat edit foto profil dan hapus akun). Hati-hati Tokopedia yg skrng bukan seperti yg dulu, rating tinggi oleh orang lain belum tentu itu rating yg otentik dari pengguna.",1,negative
gak bisa check out waktu pake voucher diskon. error (3) vouchernya menyesatkan... 😀,1,negative
baguss..,5,positive
pelayanan sangat baik,5,positive
oke,5,positive
"lama bgt sampe nya paket gw, gw saranin pake lazada aj lebih enak klo ngasih info soal posisi paket nya udh sampe mana aja",1,negative
"saya pesan hp di gundala phone,pebayaran via briva proses pembayaran saya ngga sampe 1 menit,terus saya batalin pesanan saya dikarenakan mau beli hp di toko lain,uang saya ngga masuk2,di chat toko nya ngga ada jawaban chat jam 09:wib sampe 14:00 wib belum di balas,,ampun toko pedia mending di shopee sekalli tekan batal langsung di kembalikan uang nyaa,,parahhh toko pedia penjualnya pada tidak niat jualan,udah balas chat lama ngga ada titik terang,parah2 tokped,penjual nya bosokkkkkk",1,negative
ok aplikasi akurat,5,positive
makasih toko pedia sangat membantu paylaternya semoga berkah,5,positive
belanja ditokopedia banyak bonus dan aman,5,positive
belanja di toko pedia reel,5,positive
ok,5,positive
"tolong di perbaiki, selama ini nyaman pakai toped kenapa kupon gratis ongkir gak juga bisa tampil di pembayaran. masa sampai ratusan ribu ongkirnya tanpa diskon mau belanja",1,negative
belanja jd lebih mudah,5,positive
bagus,5,positive
"stelah di Claim Voucher nya, Waktu mau pesan Kok Voucher nya ngak bisa di pakai. kecewa😟",2,negative
emang terbaik lah,5,positive
mantap Tokopedia,5,positive
"Pesanan melalui Tokopedia barangnya tidak sesuai, tapi bayarnya tetep seharga di pesan",3,negative
jelek bngt brang2 lbih mahal. vocher bnyk ga jls,1,negative
barang cepat sampai dan produk terjamin kualitasnya,5,positive
bgus,5,positive
"ada banyak diskon dan voucher, barangnya juga bagus""",5,positive
nice,5,positive
"Kurir rekomendasi tokped parah, pengiriman cikarang-bandung saja muter2 dijakarta 4 hari gak nyampe2.",2,negative
"respon CS lambat, diskon minim, harus punya aplikasi tikotok. Ribet.",1,negative
"tokopedia gak responsif, banyak fitur merugikan konsumen, pengembalian dana dipersulit dengan menunggu konfirmasi buyer, dan kebanyakan toko tidak aktif dan barang-barang yang dijual banyak gak sesuai, buyer semena mena mempersulit pengembalian dana padahal barang-barang yang dijual gak sesuai",1,negative
"pembayaran di batalkan otomatis oleh sistem.. terindikasi menggunakan lbh dari 1 akun.. lah org akun cm 1 doank, kocak ... parah ni tokped, bagusan dulu. remuk setelah di ambil tiktod",1,negative
recommended untuk blnja online,5,positive
parah ini!!! barang tertulis sudah di terima tapi nyatanya barang belum di terima!! kembalikan uangku!!..,1,negative
complain di tokopedia care help sama sekali ga di gubris. transaksi terbayar tp tidak terkonfirmasi. komplain dana saldo terpotong tapi sampe 5 hari chat balasan sama sekali ga ada !!!,1,negative
"Tokopedia mantap mudah,cuma voucher nih makin hari makin hilang/kecil banget",5,positive
ini knp vocer penguna baru ga bisa di pke dah?,2,negative
toko pedia ok banget,5,positive
Tokopedia mantap,5,positive
the best,5,positive
bagus,4,positive
Lebih cepat dan praktis,5,positive
berbelanja jadi mudah,5,positive
sudah jarang ada gratis ongkir dan diskon nya udah jarang sekali,2,negative
kenapa tidak bisa masuk pakai ovo,5,positive
"penanganan komplain sangat merugikan pembeli. keputusan sepihak, chat admin tidak ada respon tiba"" komplain di tolak. sebagai pembeli sangat dirugikan, barang tidak sesuai, yang datang hanya bungkus nya saja. isi nya tidak ada. parahhhh",1,negative
top,5,positive
respon penyelesaian masalah sangat lambat. chat admin juga tidak ada penyelesaian masalah. sebagai pembeli merasa rugi. keputusan komplain saya diputuskan secara sepihak,1,negative
"penjualannya ga komit toko"" bnyak yg bisi saat di inbox... barang oengiriman jd lama...ga bisa gerecep",2,negative
saya rubah jadi bintang satu..kenapa tidak ada pembatalan otomatis atas pesanan yang pengiriman nya melewati batas waktu yang telah di tentukan harus pembeli yang melakukan pembatalan...cotumernya di jawab dengan robot dan bikin pening kepala,1,negative
"Saya kecewa dengan sistem langganan Tokopedia PLUS. Tanpa persetujuan jelas, saya tiba-tiba sudah terdaftar dan dijadwalkan ditagih otomatis. Tidak ada tombol untuk membatalkan, dan proses keluar sangat membingungkan. Mohon perbaikan demi kenyamanan pengguna. #DarkPattern #TransparansiAplikasi",2,negative
Mantepp,5,positive
"banyak kasus penipuan di tokped, dan pihak tokped seperti tidak peduli dengan pengaduan",1,negative
aku suka dengan aplikasi ini 👍🏻👍🏻👍🏻,5,positive
aplikasi tolol respond customer service nya lelet ga kaya shopee,1,negative
"toko pedia luar biasa , pembatalan cod , penjual tidak respon sama sekali , sudah jelas tidak ada niatan kirim barang , harus menunggu lama. kejadian terulang lagi.. toko pedia belum ada perubahan",1,negative
oke banget,5,positive
makin kesini makin gila potongannya. mendewakan pembeli membvnvh penjualnya. parahhh,1,negative
"Kembalikan CS Tokopedia yang dulu yang berupa manusia asli, musnahkan CS link robot apalah itu yang gak jelas.. Mau mengadukan ini itu jadi gak nyambung, kalau manusia kan bisa kritis kita ngadu apa jadi bisa nemu inti aduannya apa, kalau lewat robot/ link itu cuma per-topik.. Topik masalahnya mending kalau komplex !! To the point, kembalikan CS kalian yg modelan dulu yang kalau di hubungi itu manusia yang ngangkat !!",1,negative
Mau tutup akun Tokopedia muter muter ngga jelas,1,negative
sangat bermanfaat tokopedia... 👍,5,positive
mau ganti alamat email gak ada opsi nya. konyol bangt nih platfoam. mau tutup akun gagal terus. konyol konyol. perbaiki segera!!,2,negative
"Sejak terakhir aku rating, sekarang udah lebih baik. Pilhan pembayaran banyak & gak ribet pake aplikasi nya 😋👍🏻",5,positive
lumayan,4,positive
"semakin lama semakin buruk, aplikasinya tambah busuk",1,negative
Marketplace terbaik dari Indonesia,5,positive
good,5,positive
kalo aktivasi tolong kasih WhatsApp juga ya jangan cuma sms!!,1,negative
sangat membantu,5,positive
siiiiippp,3,negative
"Alhamdulillah.. Saran saya.. 1 aja.. Kasih promo sama paylater di semua pembelian.. Kaya pulsa, dll..",5,positive
payah,1,negative
Bagus membantu,5,positive
propesional dalam pelayanan.,5,positive
"TERUNTUK TOKOPEDIA,SEBAIKNYA JASA PENGIRI JNT JANGAN DI SERTAKAN,SEBAB PELAYANAN MEREA SANGAT BURUK,KHUSUSNYA WILAYAH BAJAWA ,KAB NGADA, PROV NTT,,TRADISI JNT BAJAWA ADALAH,CUSTOMER HARUS MENGAMBIL BARANG DI KANTOR CABANG MEREKA,,BUKAN KURIR MENGANTAR BARANG KE TEPAT CUSTOMER",1,negative
toko appa ini makin lama tambah jlk jgn donlot ribet nie app,1,negative
mantab,4,positive
"pengisian alamat penerima gak kayak shopee yang bisa pakai pin lokasi. paket sering nyasar nyari alamat, karena gak akurat",1,negative
Sumantri Trie memudahkan keperluan.,5,positive
sangat bgs dan membantu,5,positive
semoga sesuai dengan kebutuhan,3,negative
ok bgt,5,positive
"sy kasih bintang 2 dulu. b eberapa transaksi terakhir dibikin kecewa pengiriman terlalu lama, TDK ada up date sampai 2 hari, bahkan transaksi dibatalkan sepihak setelah 1 Minggu status tunggu kurir beda dengan toko sebelah gercep",2,negative
"kenapa seller malah makin dipersulit ya ??? sekarang seller cuman bisa mengurus 3 pembelian, dan saya harus beli subscription untuk meningkatkan kuota pembelian, kalian mikir kagak kami seller jual barang buat cari duit bukan malah keluar duit !!! jadi gak nyaman jual beli di tokopedia, maaf admin tokopedia saya turunkan bintangnya jadi bintang 1, dan saya sekarang mendingan pindah ke toko onlen sebelah saja lebih banyak gratis ongkir !!!",1,negative
mudah aman,4,positive
baik,5,positive
oke bagus,5,positive
"baru semingguan instal ko pengiriman di sini lemot banget,parah,respon dari costumer servis lambat banget.beda bgt sama toko sebelah.uninstal langsung.",1,negative
"cuma saran ke tokped ,setiap chat ke toko di jawab nya lama dan kadang mesin yg jawab dan gak kasih solusi ,pembeli kan butuh sat set gak harus nunggu balasan lama dr toko",3,negative
belanja cepat belanja hemat bnyk bonus nya,5,positive
ok,5,positive
"retur pengembalian ribet, bayar sendiri, harus mencantumkan nomor telepon sedangkan di tokped sendiri dilarang share no telp. sumpah super ribet. mending belanja di toko Oren sih lebih praktis.",1,negative
pokok nya Tokopedia yang paling bagus dan murah,5,positive
aplikasi berat bug terus,1,negative
good,5,positive
🤣,4,positive
"mau batalin pesanan harus tunggu respon penjual, padahal mau batalin pesanan karena penjual ga respon.. hadeuuh. toko sebelah gampang batalin pesanan..",3,negative
tokopedia sangat membantu untuk beberlanja segala kebutuhan yg ada.,5,positive
lumayan bagus cari brg serba apapun dengan Tokopedia semua bisa belanja dan terbeli dengan hrg yang cukup lumayan,5,positive
kebanyakan nge rekrut seller tololl mending si orenn dah,1,negative
toko paling termahal d dunia gk ada yg murah d toko pedia paling mahal d dunia,1,negative
"semenjak di beli tiktok (pemegang saham terbesar) jadi ga jelas sering error, search barang susah, error sana sini. sebentar lagi nama tokopedia musnah kali ya di ganti tiktokpedia shop, gimana mau maju kalo kek gini app bagus punya anak bangsa bukanya lebih ditingkatkan malah di jual ke tiktok demi 'yah you know lah guys'. lebih suka di toped dari pada app sebelah tapi malah berakhir seperti ini, jujur ampas. point bonus 250k tiba2 hilang mantab ya tiktok mainmu merugikan sekali",1,negative
bagus standart,4,positive
toped jika kamu masih ga bisa seleksi toko yang nipu sebaiknya kamu tutup aja saya kena tipu ulah toko nakal dan toped diam saja. Boloho ribet mau login jah ...bisa ga sih di permudah ... Terlalu ribet juga hanya menjauhkan penguna dodol,1,negative
"Semenjak Tokopedia gabung ke Tiktok jadi gak jelas aplikasinya. Masih bagusan yg dulu sebelum gabung ke Tiktok. Masak harus gabungkan ke akun Tiktok, tambah gak jelas. lama lama hancur kayak Bukalapak yg akhirnya gak bisa jualan online lagi. Yg bakal monopoli cuman Oren Shoppe yg menguasai online shop. Lazada udah gak jelas, Blibli gak tau kabarnya. Ayo dong Tokopedia cuman itu doang yg bisa bersaing online shopnya Oren. yg lain udah nyerah",1,negative
jeleekkkkk,1,negative
okee aflikasinya,5,positive
bagus banget,5,positive
mantap,5,positive
"saya tidak pernah menginstal apk ini tiba"" mengirim kode Verifikasi, jika ada yg mengatasnamakan atau menyalah gunakan data saya, saya tidak bertanggungjawab. terimakasih",5,positive
Tokopedia akhir-akhir ini benar-benar bagus bangett pengiriman cepat bangettt sangat responsif bangettt,5,positive
belanja di toped alhamdulilah jrg kecewa ya klo menurut saya is the best,5,positive
"masalahnya gk cuma 1x, ini beberapa kali bermasalah mulu ekspedisinya, kerjasama ekspedisinya jelek banget, mending toko oren",1,negative
harus update berkali kali jelek,1,negative
ok,5,positive
ok banget,5,positive
terimakasih Tokopedia 👍,5,positive
"sedikit saran nih min, knp yah pas mau beli brg di keranjang harganya malah lebih mahal pas kita mau beli lebih dari 1? kalau beli 2 atau 3 mahal lg tuh. coba kalau kita mau beli lebih byk itu di kasih diskon tambahan kan jd senang buyernya buat langganan di toped. trs kalau bisa di bebas ongkirnya jgn cuma di daerah jawa saja di luar jawa juga lah kalau bisa sih, jd kita berasa 1 harga dg di daerah jawa kasian buyer yg diluar jawa",3,negative
perlu ditingkatkan lagi agar performa tambah bagus.karena tambah jelek skrng ini.,2,negative
fungsi gopay coin apa ya..???kenapa ga bisa di pakai...percuma dong gopay coin banyak...trik marketing terlalu hebat....udah sama Ama lazada,1,negative
dapet warning bahwa Tokopedia menyebarkan data kita ke situs darkweb. belanja gratis dengan di gadainya data kita,5,positive
"Min tolong dong, saldo refund ku kok gak ada proses pencairan, sistem nya bertele tele, order an dari 16 juni sampai sekarang 5 juli belum juga di proses, terkendala dimensi ukuran dan di cancel oleh pihak kurir paxel, sampai sekarang status nya masih menunggu kurir, dana refund bertele tele sangat merugikan !",1,negative
"makin kesini malah jadi aplikasi busuk.. error pengiriman lama,, kaga sampe² ga ada update..",1,negative
"Tokopedia dulu: Informasi diskon jelas, penjelasan diskon/kupon gak nipu, gak perlu belanja dulu langsung jelas di total sebelum checkout. Tokopedia sekarang: Informasi diskon gak jelas, penjelasan diskon/kupon rancu alias menipu, belanja dulu baru dikasih kupon/diskon yang gak jelas. Heran, gak di ciduk ama kementrian perdagangan. Apa ada sesuatu?",1,negative
harus banyak diskon dong,5,positive
kenapa di Tokopedia tidak bisa memakai gopay later,1,negative
"menurutku tokped skg tambah jelek, sering eror, berat juga KLO dibuka. potongan e ugal2an KLO jadi penjual.",5,positive
Hati2 menggunakan tokopedia,1,negative
saya mendukung apk ini..,5,positive
"tokopedia care sangat sangat lama responnya, satu jawaban bisa 24 jam",1,negative
beli barang selalu di btalain dan saldo refund nya gk penuh pasti ke potong ongkir nyesel bet rugi²,2,negative
"Aplikasi sebelah berani kasih gratis ongkir 😋. di negara sendiri kok gak ada ekspedisi 😆 , Iklan gak ada , Gimana lah ngelolah nya,",3,negative
Mantul dan Top,5,positive
"Tokopedia mulai Nipu! 1. Diskon/ harga berubah saat mau checkout, ternyata Pembeli lain juga mengalami hal yang sama saat baca di ulasan playstore. 2. Gratis ongkir scam, ongkir standard tertera 18rb dari bandung kejogja, pas checkout berubah jadi 56rb (standard), berat 3.2kg. memang tertera 'total ongkir dihitung saat checkout'. Emang label itukan biar bisa nipu? Dari dulu dari jabar ke jogja ya kisaran 20rban. Udah keliatan sih dari penghapusan fitur membership yg jadi plus dan harus bayar, ma",1,negative
bagus,5,positive
apk sampah barang tidak dikirim saldo tidak dikembalikan lapor cs tidak ada tindakan jngn mau beli di apk ini kalo pake tranfer sampah,1,negative
mantap bro,5,positive
cool app,5,positive
kurang recommended aplikasi ini,1,negative
dasar aplikasi gila gua beli paket hampir sampai tujuan tiba2 hilang paketnya ga masuk akal beli paket 368 ribu di kembalikan 171 gila ga tu sisa uangnya di kemanain gua aja belum trima paketnya,1,negative
ribet.,1,negative
kenapa pesanan yang saya komplain belum ada tanggapan dari tokopedia? padahal saya sudah komplain dari satu bulan yg lalu,1,negative
Yoo jos,4,positive
mantap,5,positive
Pokoknya nde best 👍,5,positive
sangat membantu,4,positive
bagus,5,positive
terimah kasih saya dapat berbelanja di toko pedia dengan aman dan pengiriman nya cepat,5,positive
Kenapa verivikasi loginny skrng ga bisa dari wa.Nomor saya sudah mati jadi ga bisa nerima sms lgi Mohon kembalikan ke pengaturan seperti yg dulu lgi min.biar bisa verivikasi login dri pesan whatsapp lgi!,1,negative
good,5,positive
mntap,5,positive
mantap,5,positive
ok,5,positive
Mas Bro... letak buat ketik alamat kode pos dimana ya... di daftar pendaftaran alamat tak ada... minta kode pos melulu... hadeh,3,negative
sangat memuaskan,5,positive
harga barang 53k ongkir jakartapusat pandeglang 46k aplikasi ngentd,1,negative
bagus,5,positive
tokopedia yang sekarang gak kayak tokopedia yang dulu .. promo nya termasuk gratis ongkir makin seret,3,negative
sudah tidak percaya lagi sama tokopedia..karan saya sudah ditipu !! semoga ini jadi buat pelajaran saya.,1,negative
top,5,positive
"tokopedia tidak menghargai pelanggan yang loyal, CS di TokopediaCare sangat slow respon! intinya wajar jika GOTO akan di akuisisi sama GRAB! experience sangat buruk lets moving up to BLIBLII or SHOPEEE!",1,negative
mantap,5,positive
"ini Aplikasi Sampah, Penanganan barang gagal sampai 8 hari tanpa kejelasan, pembeli suruh menunggu tanpa kejelasan. mending ganti aplikasi yg lebih amanah aja. Parah banget!!!",1,negative
oke,5,positive
"Tahun lalu (2024) aplikasi ini banyak diskon potongan harga, tetapi sekarang kenapa hanya ada gratis ongkir saja!",1,negative
tokoped pendukung toko-toko fiktif dan nakal. Toko online pelayanan admin tokped sok rame konsumen (mungkin pada komplain). kalah sama aplikasi sebelah warna oren lebih sat-set ke konsumen. duit konsumen di tahan dulu buat apa sih? sebelah aja langsung balik itungan menit setelah barang di ambil kurir. makanya toko fiktif dan nakal jarang di sana.,1,negative
Kereeen,5,positive
"tokopedia care , dihubungkan sama agen, tp agen robot... ini care sama pedagang tp ngga care sama pembeli...",1,negative
lemot,1,negative
top up e money susah... saldo belum masuk dan belum kembali,2,negative
top,5,positive
"Transaksi di batalin sistem ,saldo d tahan ,udh gitu di tarik gabisa di belanjaain gabisa ,customer service slow respon ,gaada solusi ,intruksi berbelit ,udh di ikutin ttep aja masih ga ada hasil",1,negative
"Bangke emang, padahal produk A udah di 'mengandung unsur tidak layak' sama 'tidak ingin melihat produk serupa' sama di pengaturan udah aktifin 'safe mode' tapi tetep aja produk yang sama di munculin terus apalagi di rekomendasi malah di taroh paling atas. Ini mau nya apa sih?",1,negative
setiap beli yang ada peromonya selalu di batalkan sistem kalou ga niat ngasih promo mah ga usah jualan,1,negative
mantap,5,positive
yg mengesalkan beberapa kali kena kalau sistem kurir sameday selalu tokopedia memberi jangka waktu terlalu panjang utk penjual.padahal namanya sameday harusnya sehari itu sampai.kami bayar loh kurirnya ndk gratis spt reguler .masak tenggat waktunya pesan tgl 4 juli tenggat waktunya sampai tgl 7 batal otomatis..ini namanya merugikan pembeli..kami pembeli butuh sameday krn mmg sangat butuh brgnya cepat sampai makanya rela bayar lebih utk kurirny.MOHON DIJADIKAN PERTIMBANGAN OLEH TOPED...,2,negative
kenapa akun saya tidak bisa di pakai belanja,3,negative
masa barang udh dibeli udh diperjalan tiba2 gagal ini paling aneh. tolong dibenerin nih penjualnya enga masuk bngt. udh gtu pengirimannya lambat bngt katanya estimasi tiba 2 nyampe 3 hari eeehh nyampe 1 minggu itu gmana ceritanya.,1,negative
"kenapa Tokopedia sekarang banyak penjual yg sudah gk aktifnya, terus buat keterangan barangnya juga gk sesuai padahl keterangan di toko stoknyan masih banyak pas di order gk taunya kosong. terus kalo bisa buat toko-toko yg lama gk online/tutup dikasih keterangan bahwa tokonya tutup.",5,positive
"Baru 2 menit cancel dari pembayaran gak bisa!! not recommended!!!! Udah chat toko keterangan belum di kirim eh toko balas bilang sudah di kirim, Kelihatan sepi customer kan.",1,negative
sangan baik,5,positive
bagus aplikasi nya,5,positive
sangat memuaskan,5,positive
"udah chek out barang tiba tiba ke log out sendiri, uang e jadi ilang gak bisa minta pengembalian dana",1,negative
pengiriman lewat toko pedia terlatu lama dibandingkqn aplikasi lain,1,negative
busuk,1,negative
ok,5,positive
aplikasi ga jelas masa baru daftar akun fitur cod nya ga bisa di pakai padahal penjualnya udah bisa cod hadeh hadeh,1,negative
coba dlu,5,positive
tokopedia sekarang kurang memuaskan.pengiriman instan juga jadi lama 2hari.,2,negative
awal nya sih seneng dapet gratis ongkir tapi pas udah checkout udah seminggu paket belum juga Dateng udah bandingin sama toko sebelah lebih cepet toko sebelah soalnya hanya cukup dua hari sja paket sudah di terima tapi untuk yg lain nya saya akui bagus cuma masalah pengiriman nya saja yg bikin kesel lama banget soalnya,1,negative
sy sering belanja cod nyaman.Belanjalah di Tokpedia cukup tunggu di Rumah aja,4,positive
"sama2 official store,harga bisa jauh beda sama toko orens,murahan d toko orens,gila2 tokped bener2 udh mahal kaga dpet gratis ongkir lagi,amit2 merk sama sepatu aerostret & tipe sama,tapi harga beda jauh sama d toko orens,Gila ja si kalo masih bnyak yg bilang tokped lebih baik d banding toko orens,🤣🤣🤣",1,negative
Mantap aplikasi lengkap,5,positive
"iklan lu nyepam baget eek, udah kayak toko oren",1,negative
baik,5,positive
ok,5,positive
jos,5,positive
subhanallah,5,positive
"Terlalu sering harus diupdate. Sudah update berkali2, ga bisa masuk. malah datang lagi pilihan tutup atau update.",1,negative
Manteeep,5,positive
"ribet amat mau jualan di tokped, hrs upgrade tiktok segala, semua data di akun lama ilang, chat dari konsumen ga bisa dibalas!! makin kacau aplikasinya. Heran siapa yg bikin aplikasi mcm begini, sbg seller aku hrs download 3 aplikasi berbeda tokped seller, tokped toko ,tokped center. para CS ditanya knl chat an ga bisa dibales?? pdhl sdh ke tokped center+tokped shop. Jwbn nya muter2 gak jelas. Toko tutup kalo begini, Krn ribet nya minta ampun, umur saya ga muda lagi utk ribet2 kaya begini.",1,negative
"makin ribet setelah integrasi dengan tiktok. apakah ini tanda² kehancuran tokped? bukannya di bikin makin simple, eh ini malah makin ribet di gunakan.",1,negative
"Tambahkan fitur nomor telepon kurir, paket saya dikembalikan ke penjual lagi akibat kurir. DIA TIDAK MENELPON SAYA SAMA SEKALI ‼️ padahal paketnya sudah lunas totalnya sekitar 100 ribu, tapi malah dibatalkan sepihak tanpa bukti yang kuat‼️",1,negative
"tambahkan alamat aja susah, titik kabur terus 🤣",1,negative
the best,4,positive
"belanja asik id terjamin ke rahasianya, barang sesuai dgn deskripsi pokoknya puas deh terimakasih....",5,positive
barangnya Bagus sesuai dgn iklan..... Good job kk utk usaha online nya,5,positive
ok,5,positive
"ga bs co tbtb ada tulisan ""Kami mendeteksi adanya aktivitas yang ganjil dan telah menentukan bahwa promosi ini tidak berlaku untuk pesanan Anda. Silakan hapus voucher atau pilih produk lain tanpa diskon untuk melanjutkan."" udah lapor tapi gada pembaharuan",1,negative
"Paling malesss belanja disini kalau urusan refund, kita yg ketipu belanja disini eh...duit kita juga kembalinya susah!!!",1,negative
"kecewa banget sama tokopedia. minggu lalu ada orderan masuk ke akunku, 9 orderan dengan alamat yang sama. sebagai seller baru aku semangat banget dapet orderan yang lumayan banyak sekaligus. langsung aku accept dan proses hari itu juga. tapi setelah barang sampai ke buyer aku malah dapet notif kalo akun ku dibanned sepihak sama tokopedia dengan alasan akunku terindikasi melalukan orderan fiktif. aku udah berusaha ngajuin banding tapi sampe sekarang belum ada kepastian dari tokopedia",1,negative
kurir pengantarnya lama banget,1,negative
mau masuk saja di persulit,1,negative
mantap dan lancar,5,positive
thanks Tokopedia,5,positive
aneh ga bisa pake gopaylater padahal bayar selalu tepat waktu.,1,negative
"Semenjak kurir rekomendasi kebanyakan sicepot, jadi pengiriman kayak bekicot. Parah, status pengiriman tidak terupdate.",1,negative
aman,5,positive
"apalah saya pesan barang tuh bukan di harga 100 200 ribu tapi hampir 1jt dan apa? pelayanan sangat buruk sekali, chat penjual bahkan tidak direspon seminggu sebenarnya apa permasalahan penjual nya, kalo memang toko nya tutup paling tidak kasih tanda kek atau bagaimana, pembeli sudah terlanjur memesan dan barang tidak di proses sama sekali dan menunggu pengembalian dana yang begitu lama sekali astaga, cukup kali ini aja pake Tokopedia ngga lagi"" deh..",1,negative
"Ongkir 0 rupiah, tapi pengiriman lama bahkan diretur sendiri oleh pihak ekpedisi dengan alasan pembeli tidak ada dirumah. Sangat membuang-buang waktu, mending beli ofline aja...",1,negative
keren,5,positive
bagus bangett,5,positive
top,5,positive
👍👍,5,positive
"kan saya memesan barang di apotek ya min, malah kurirnya tak tahu tempat, dibalikin lagi ke apotek. masa saya yang tanggung biaya ongkirnya? kan itu jelas-jelas dibalikin lagi barang.",1,negative
"makin ke sini semakin lemot, sering error, fitur transaksi berlangsung masih aja ada ttansaksi yg berjalan padahal udah selesai semua....makin aneh nih aplikasi. bukan makin mudah dan praktis. makin update makin bermasalah......",1,negative
gk bisa masuk ke akun,1,negative
bagus cik cuma agak mahal aj,5,positive
cara muda berbelanja,5,positive
