content,score,sentiment
iklan nya maksa bgt buka sopi mana gak jelas lagi plss ya iklan nya dikurangin untuk sopi,1,negative
buruk bangen,1,negative
good job,5,positive
bagus,5,positive
aplikasi buat pesananan apa yang suka baran masuk pada sedia,5,positive
begitu bagus hingga membuat semua kebutuhan gampang cari dan di dapat,5,positive
👍👍,4,positive
puass Krn sesuai,5,positive
"lama2 gak guna jgk jadi member VIP berbayar..sudah 2 bulan tiap tgl 15 pake voucher potongan 50%,barang selalu di cancel sama shopee bulan pedagang ataupun pembeli ...mana tidak ada ganti rugi voucher VIP.. padahal langanan jgk karena ngincer voucher itu",1,negative
"saya udah lama langganan dishopee,biasanya saya selalu klaim koin shopee dari game dan live,dan kemaren2 aku lihat live aku klaim koin tulisannya terdeteksi mencurigakan di akun kamu ini ya bikin gak nyaman dan aku lihat ada orang yang komplain hal yang sama tapi Masih tetep terjadi",1,negative
"lebih hemat lebih murah dari offline apalagi sekarang ada sistem COD Cek Dulu kalo barang tidak sesuai bisa di kembalikan,, terimakasih shopee belanja jadi lebih mudah",5,positive
cek 👉 Youtube _ MM Crew Audio 😱,5,positive
saya daftar shopee paylater nggak di terima malah gagal terus udh brp kali coba,4,positive
mau log in aja susah,2,negative
"tambahin lah metode pembayaran QRIS, marketplace lain udh ada, masa Shopee ga ada pembayaran QRIS!? masukan dari buyer tolong di dengarkan",2,negative
muak nomor telepon susah di kasi masuk,5,positive
baik bangt.,5,positive
mohon untuk pihak shopee yang terhormat untuk memberikan sangsi pada pedagang yang tidak jujur dan nakal. contoh nya saya lihat iklan jam tangan setelah saya pencet pesan teryata hanya tali jam bukan jam tangan nya. saya tidak bisa membatalkan pesanan saya ini jelas penipu maksa. mohon pihak shopee yang terhormat untuk di tindak lanjuti. terima kasih.,5,positive
Shopee udah banyak yg make jadi stop spam iklan di mna² ganggu tau,5,positive
"ada Shopee pay lebih mudah segalanya,ga lagi butuh waktu lama,,, transaksi apapun,,top deh,,,👍",5,positive
sangat cocok,5,positive
selama saya blaja di Shopee blm perna mengecewakan makasi shopee,5,positive
"mau sampai kapan shopee memperbaikinya iklan live pas masuk sangat mengganggu suaranya sangat berisik atau di sengaja supaya pelanggan ga nyaman,kaya pirus aja nempel terus itu suaranya ,coba cek buka apk shopee sendiri saya tida tertarik sama iklan soalnya saya belanja tidak tergantung pada iklan,saya belanja suka sendiri sesuai kebutuhan,saya punya inisiatif sendiri ,",4,positive
terbaik belanja si sini good good good,5,positive
baik,5,positive
"lola jaringan kuat lmbat conck nya, ukuran apk tolong di perkecel masa smpai 1gb",3,negative
mantaap,5,positive
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,positive
kebanyakan iklan yang tak berguna,1,negative
good,5,positive
mantap,5,positive
amazzing poll puas abizzz,5,positive
"bug lu benerin napa sih, aplikasi kebanyakan bug, loading lama, mau co aja gabisa ni parah sih masih bagusan software aplikasi ijo cih",1,negative
"mudah dan lancar, tp sayang Spaylater sy dinonaktifkan masalh keterlambatan bayar",5,positive
sangat bagus,4,positive
apk Ter the best 👌🏼,5,positive
"Kecewa banget 😞 Ada transaksi pembelian voucher ShopeeDeals yang tidak saya lakukan, tapi saldo SeaBank saya tetap terpotong. Vouchernya sudah kadaluarsa dan tidak bisa digunakan, namun tidak ada refund atau kompensasi sama sekali. Menurut saya, seharusnya kalau voucher tidak dipakai selama masa berlaku, sistem bisa otomatis melakukan refund seperti pembelian produk biasa. Tolong Shopee, semoga ke depannya sistemnya bisa lebih aman dan tidak merugikan pengguna 🙏",1,negative
"Memuaskan selalu pelayanan di Shopee,,, kurir dan barang sesuai Terimakasih Shopee",5,positive
sangat membantu,5,positive
"pengiriman makin hari makin lama😓,sm spaylater jg kita ga ada ngajuin kok tiba2 ada saldony...gimana sih",5,positive
aplikasi nya bagus aman dan mudah untuk pembelian barang gua kasi 5 🌟,5,positive
tidak pernah gagal pesan d shopee,5,positive
"terlalu sering belanja di Shopee malah sekarang jadi gak bisa buat belanja lagi, setiap kali ceckout selalu di batalin sama pihak Shopee,, semoga aja ini cepat membaik",2,negative
aplikasi yang sangat aman dan amanah,5,positive
bagus,5,positive
Shopee number one,5,positive
mantap,5,positive
"ka spaylater lagi eror kah,,ini mau bayar pake paylater knpa gk bisa ya nggk muncul token pin nya",5,positive
baru coba,4,positive
kenapa yh GK bsa dftr spaylater.pdhl butuh,4,positive
keren,5,positive
cukup memuaskan,5,positive
mantap lahh,5,positive
"update lagi app nya, kenapa saya gak bisa ngumpulkan koin emasnya dari login harian ataupun dari hadiah telur emas juga gak bisa",1,negative
tolong donk kalau jualan yg bener pedagangnya banyak yg nakal,1,negative
"parah!!! edit: ga usah repot2 pura2 mau cek kendala, kendala lu berjibun! cek aja berdasarkan alamat email. kalau ada bintang NOL BESAR udah gw klik itu si nol besar buat elu, pee",1,negative
potong terus koinnya gak bakalan nambah🤣🤣🤣,3,negative
100% god job,5,positive
barang selalu realpick dan banyak gratis ongkir,5,positive
👍👍🧡🤍🧡🤍,5,positive
mantap,5,positive
shopee banyak gratis ongkir,5,positive
mantap,5,positive
tempat belanja online yg sangat bagus,5,positive
maaf tapi kok ga bisa pake dana?,4,positive
👍,5,positive
iklan sangat ganggu dan maksa,1,negative
bagus,3,negative
aplikasi nya bgs bisa belnja kpn saja,5,positive
Aplikasinya bagus sekali dan banyak gratis ongkir nya,5,positive
"sangat puas dengan ada nya aplikasi shopee,harga jauh lebih murah,barang yang saya pesan original...pertahankan kwalitas dan kwamntitas...",5,positive
Cakeeeep dah!!,5,positive
baru awal 4 dulu yaa..😁,4,positive
terbaik pokoknya,5,positive
shopee banyak menguntungkan saya,5,positive
sangat berguna,5,positive
sangat memuaskan,5,positive
sangat membantu sekali,5,positive
apk di buka mesti diarahkan ke shopee live / shopee video gak jelas penyakit dari dulu belum di fix.,1,negative
mantap,5,positive
"Lama-lama suka belanja di Shopee. murah, gratis ongkir, dan byk voucher. Saya udah beli voucher VIP byk diskonnya tp sayang dibatasi waktunya dr mulai 1 jam hingga 3 hari. Pdhl kita belanja kan kalo ada uang dan butuh. Mohon dipanjangkan lagi batas waktu vouchernya ya. biar bs belanja terus di Shopee",5,positive
aplikasi bikin lag masak aplikasi di close masih makan ram 1gb di background bikin lag aja masak setiap buka shopee mau keluar harus paksa henti apk shopee nya biar gak hidup di background,1,negative
"iklannya bikin ganggu, jadi ga nyaman",1,negative
good lah,5,positive
"no coment, yg penting udh bintang 5. thx !!!",5,positive
mantap,5,positive
Megaulia,5,positive
mantap,5,positive
mantep emang,5,positive
godejob,5,positive
"kasian sama amang driver Shopee udah system nya korup pungli gede gedean, on bit dari pagi sampe tengah malem dikasih 4 orderan",1,negative
Puas h zjeleks Del,5,positive
menarik,5,positive
"senang belanja di shopee, tapi sayang banyak toko penipuan, dan akhir akhir ini gak ada yg tepat waktu. lambat dan lambat, lambat satu hari masih mending lah ini lambat sampai tertahan 4-6 dari estimasi parah, shopee shopee ada apa dengan kalian ini,",1,negative
"makin kesini makin lambat pengirimannya, sebelumnya waktu kerja sama sama JNT bagus pengiriman cepat , tetapi setelah JNT sudah tidak ada pengirimannya super lambat , kalau shopee express tidak mampu cover jangan dipaksain , segera perbaiki sistem kerjanya",1,negative
I like it,5,positive
kalo udah lewat pengiriman cargo jnt susah d kirim nya padahal udah nyampe ke lokasi gudang nya alasan nunggu paket lain d kirm,1,negative
barang bagus mantap sesuai pesanan 5 bintang dipilih tulis,5,positive
"gak jelas cod tidak dapat di gunakan karena penolakan cod padahal gua beli cod barang rusak nya kayak apa gua terima gak marah marah,gua aja beli lcd rusak gua bayarin",1,negative
bagus,5,positive
"UPDATE TERUS TAPI VIDEO PATAH PATAH PADAHAL APLIKASI LAIN LANCAR SEMUA & AWAL BUKA APLIKASI LANGSUNG VIDEO BIKIN LEMOT AJA ..... JASA PENGIRIMAN LEMOT,LELET ,PELAN SEKALI",5,positive
kalo menurut aku bagus bgt,5,positive
sangat bermanfaat,5,positive
sesuai apa yang dipesan MANTAP!!!!!!👍🏻👍🏻👍🏻👍🏻,5,positive
Shopee Sampai saat ini bagus semoga tetap menjaga kualitas dan kepercayaan konsumen,5,positive
sedih...balsis mulu... di buat co.. di batalin sopi mulu... vocer gede gk bisa di pake... akun sembuh nya lama.....udah 2 bln blum sembuh,1,negative
"tolong ya utk agen shopee pusat,, kasih peringatan utk seluruh kurir SPX, barang belum sampai tapi diretur sendiri sma kurir SPX nya !! Kurg ajar gak tuh kurir SPX",1,negative
bagus,5,positive
apk good and kumplit plit plit..... pliiiiiiiiitttttt..... sangat membatu kaum rebahan yg mager...gerrr gerrrrrrrrr.......kung...,5,positive
saya kasih Bintaang satu karena akun shoppe saya tidak bisa di kembalikan sudah sampai jam 00.00 gua kerjakan capek woy mau belanja resikonya ada saja gak guna bng*****,1,negative
"saya selalu belanja di shoppe, punya pengalaman tidak menyenangkan di toko ijo yg sebelah... saya tertipu tetapi saat komplain tidak membantu samasekali cs nya",5,positive
mantap,5,positive
mantap,5,positive
akusih yes,5,positive
mantap,5,positive
Saya suka,5,positive
saya tidak suka ada video di apk shopee. boros quota. aplikasi juga berat kalau mau keluar susah . apk ini kaya maksa suruh di buka . lemot ngelag. louding lama.,1,negative
enak bgt beli di shopee dari pada toko offline soalnya murah bgt dan gak perlu capek2 keluar rumah.,5,positive
"SAAT KERANJANG PENUH, DAN INGIN MENGHAPUS BEBERAPA BARANG SUSAH SEKALI SEPERTI NGE-LAG..",1,negative
ngelag kalo scroll udah lama.,3,negative
"Nah update terbaru sekarang udah bagus udah gak berat seperti dulu lagi dan udah gak ada langsung di tujuin ke live video pas masuk, sekarang jauh lebih nyaman digunakan pengguna sudah lancar ga bikin emosi lagi karena gangguan loading lama dan macet nya sudah hilang",5,positive
ook,5,positive
iklan nya dimana-mana gangu bikin tab berubah.. ga ada ahlak.. lu ga perlu ngiklan trus buka apk klo emng bau blanja juga buka sendiri sialan,2,negative
keren,5,positive
selalu siap siaga,5,positive
the best pokoknya,5,positive
👍🏻👍🏻,5,positive
good job,5,positive
mantap,5,positive
Viyamusick,5,positive
cukup tau,1,negative
kenapa ya sering lemot kadang banyak iklan.,5,positive
mantap baget,5,positive
ini betulan gratis ongkir?,5,positive
"loading nyaaaaa... ngelihat produk, suka berubah sendiri.. tombol kembali hp kadang gak bisa.. perbaiki yaaa.. nnti saya tambah bintangnya..",3,negative
power bank soak dijual dishopee tidak bisa dikembalikan,1,negative
mantap,5,positive
sangat membantu...sukses selalu Shopee Indonesia,5,positive
ailovyou sopi🥰🫰,5,positive
shopee pkokx mntp aplikasi terpercaya,5,positive
"Saya sudah lama pakai Shopee dan sejauh ini sangat puas! Aplikasinya mudah digunakan, tampilannya menarik, dan fitur-fiturnya lengkap banget. Mulai dari belanja kebutuhan harian, elektronik, sampai fashion semua ada di sini. Pengiriman cepat, banyak promo menarik, gratis ongkir juga sangat membantu.",5,positive
saya sukadengan shopee karnamurah cepet dan kurir nya ramah mantap,5,positive
banyak korupsinya pesanan instant tpi di gabung dengan pesanan instant lain nya kadang gak tanggung² di gabungin pesanan instant 5 pembeli mah bayar dengan full shopee bayar ke drivernya paling 25%,1,negative
Keren,5,positive
👍,5,positive
mantaaplp,5,positive
susah belanja online cod,1,negative
Paraaaah loading lamaa..,5,positive
Barang yang dipesan sesuai dengan yang dikirim Pengiriman barang nya sesuai targetnya,5,positive
yoyoiii lahhh,5,positive
"ko banyak nge bug nya sih di hp samsung padahal memori banyak ,tapi sering bug,tiba tiba gak bisa kembali kalau di klik harus nungggu lama,banyak ngeleg,buruk padahal sering updat kalau ada updat",1,negative
"ingin bertanya,,,Apakah shoppe indonesia bisa mengirim paket pesanan kealamat diluar negri sperti kemalaysia?",3,negative
Sangat baik,5,positive
gak bisa bayar pakai shopeepaylater,2,negative
"spaylater saya bisa buat belanja barang, tapi tidak bisa di gunakan untuk memesan shopee food",5,positive
"JELEKKKK! Kurir nya ga jelas, jelek intinya, status pesanan paket saya sudah di terima, tapi saya tidak menerima paket, keluarga saya tidak menerima paket, paket sampai di jam 21:20 saya kluar rumah di teras mepet jam 21:20, tidak ada kurir yang datang ke rumah saya, maupun tetangga saya, saya sudah keliling mencari paket saya ke tetangga yang lain dan tidak ada yang menerima, jelek bgt, udh berapa kali kejadian begini",2,negative
".., её от., м , переименуйте ... её",5,positive
terbaiklah shopee 👐😊🎉,5,positive
mantap,5,positive
Kurir Terlama Sejagat Raya,1,negative
gamenya jelek,1,negative
mesen apa saja cepat sampai,5,positive
sebenarnya bagus dan membantu tapi lemot dan banyak iklan,4,positive
mantap,5,positive
"awalnya suka banget sama shopee tapi setelah platinum sering terjadi pembatalan pesanan dari sistem shopee karena sering pakai voucher, terus gunanya dikasih voucher apa min??",1,negative
"Ada yang mau nikah denganku? tinggal di Karanganyar tidak enak, tidak seperti tinggal di kota besar seperti Jakarta atau Yogyakarta tempat kelahiran ayah ibuku. di sini tetangganya berisik, banyak pemotor melaju kencang di jalan sempit dan ada toa masjid juga pedagang asongan atau kelontong yang juga pakai toa. aku punya masalah dengan sekolahan kalau tidak percaya tanya saja pendatang lain yang juga datang ke sini.",5,positive
shopee membantu kemudahan setiap saya belanja,5,positive
belanja hemat dan mudah suka sekali,5,positive
mantap,5,positive
aplikasi nya udh bagus bngt padahal tapi udh ga bisa order di luar indo padahal saya sering bngt pesen apa2 di luar indo karna kualitas ny terjamin dari pada di indo🥺,4,positive
gue ngak suka banget aplikasi ini beda dengan aplikasi lazada yg pengantarannya sangat cepat dan amanah dan untuk aplikasi ini kedepannya tambah kan sidik jari biar ngak capek capek buka kunci,2,negative
"aplikasi yang sangat berguna bagi saya jika ada apa² pasti terantar,saya suka sekali saya merekomendasikan aplikasi ini untuk anda!!!",5,positive
"skrg shope lelet x lebih jls apakah sblah, sy sdh jrg blnja dsni",3,negative
sangat puas,5,positive
"aku sudah sering sekali belanja di Shopee ini ,karena : bertanggung jawab penuh,aman,amanah,sangat memuaskan,harga product2 apa saja lebih murah dibanding toko2 lain,lagian ada garansi pengembalian product/dapat diretur,jika product tsb tidak-sesuai deskripsi/memuaskan...aku sudah mengalaminya ber-kali2 dan dibantu Team Shopee & Choki...sampai sekarang aku tetap belanja product apa saja di Shopee ini ,saat ini levelku Platinum...Thanks Team Shopee & Choki....majjuu terruss,jayyaaaa 🙏 🙏 👍 👍",5,positive
mantul,5,positive
sangat memuaskan...👍👍👍,5,positive
beli barang buat kebutuhan kendaran bermotor,5,positive
shope memberikan yg terbaik mudah dalam berbelanja,5,positive
mksh sudah banyak bantu,5,positive
bagus,5,positive
"setiap buka shopee lama sekali padahal internet lancar..lemot..dikit2 harus update, setelah update lama kalau buka",3,negative
aplikasi yang sangat bagus,5,positive
samsung j200g ngga bisa masuk,1,negative
sangat bagus pengiriman cepat kurirnya ramah,5,positive
biar bintang yg menilai,5,positive
aplikasi nya jelek banget,5,positive
👍,5,positive
"Jasa kirimnya jelek sering lambat gak tepat waktu khusus luar Jawa, jadi males belanja,.",1,negative
mantap,5,positive
sangat puas belanja di sinih,5,positive
Top lah,5,positive
🫵🫵👌👌👌,5,positive
Kren,5,positive
banyak mau🤮,1,negative
"gimana ini pengiriman nya, dari Minggu kemarin ngestuck di Jawa ayo dong shopee tingkat kan kurir mu jangan gunakan spx Yang ada orang pindah aplikasi sebelah, saran aja pakai jnt kembali",1,negative
"shopee tempat belanja yg memuaskan, barang yg di kirim sesuai pesanan, tepat waktu, produk produk nya sangat banyak dan berkualitas, sukses selalu buat shopee.",5,positive
pesanan suka tiba2 terbatalkan otomatis oleh Shopee padahal gk dibatalin,3,negative
kurang menangkap jaringan jadi agak lelet liat life,5,positive
sangat membantu bagi saya untuk mencari kebutuhan,5,positive
terbaik,5,positive
belanja aman dan mudah ga pake ribet.,5,positive
Belanja mudah gk usah kemana mana,5,positive
proses cepat,5,positive
"kwalitas bagus,baru dan murah sesuai pesanan dan pengiriman cepat bisa order terus..mudah2an berkah dan sukses untuk semuanya Amin",5,positive
"Perusahaan tidak amanah, 2 kali beli hp voucher nya ngk bisa di pakai 😄, sdh chat tlpn cs, ngk di kasih solusi dan komunikasi, bicara nya saja di bantu follow up, pdhl ngk 💩",1,negative
beli di shoopy sangatlah senang banyak gratis ongkir,5,positive
oke,1,negative
"paylater saya kenapa kok dibekukan dan sampai sekarang masih belum aktif,kan Maslah nya sdh selesai dari tahun lalu sampai sekarang belum juga aktif, solusi nya sangat buruk sekali dan gini saya gak bisa belanja lagi 🤦🤦🤦👎👎👎",1,negative
barang di pesan selalu bagus mantap,5,positive
"puas,,,dengan ongkir paling murah di on line shop",5,positive
polll tenan maseh,5,positive
bagus banget,5,positive
"Terakhir kali pesen via aplikasi ini sangat menjengkelkan, pesen barang dari Senin pagi sampe Rabu malam ini belum juga nyampe padahal kirim dari Jateng, dimana dihari yg sama sy pesen jaket dari toko ijo sebelah tp pesanan sudah sampe kemaren hari Selasa sore padahal kirim dari jabar, gaada gunanya sedikit lebih murah klo pengiriman sangat lama, customers tidak butuh itu. Ini akibat toko online merangkap punya jasa pengiriman sendiri, tidak seperti toko ijo yg profesional hanya fokus ditoko",1,negative
mantap jaya terus shoope,5,positive
"segalanya jadi praktis n instan, krna kehadiran shoope",5,positive
bagus Alhamdulillah,5,positive
berkualitas,5,positive
"semua sudah ok, sisa 1 aja, kalo spaylater saya acc baru mantap🙏",4,positive
Jelek banget attitudenya Ga pernah ngutang Di spam terus Heh Nagih tuh ke yang ngutang Kau pikir orang ga punya urusan,1,negative
sangat baik,5,positive
menguntungkan,5,positive
oke,5,positive
komplit dlm memenuhi kebutuhan sy.,5,positive
ok,5,positive
"ga pernah ada masalah dg semua pesanannya, cuma masalahnya dg kurirnya setiap ngantar ga prn ada yg namanya senyum slalu jutek",5,positive
sangat berguna sekali untuk berbelanja,5,positive
pesanan cepat sampai tujuan,5,positive
sangat puas,5,positive
sangat puas,5,positive
good jobb membantu,5,positive
"skrg pengiriman lama ga kya dulu, pkoknya shopee yng skrg kacauuuu",1,negative
baik,5,positive
sangat membantu,5,positive
bagus,5,positive
sangat puas,5,positive
sangat membantu,5,positive
"aplikasi yang bagus digunakan ongkir pun murah tapi, ada tapinya nih, tapi kadang pesan barang itu GK sesuai sama difoto ntahh itu barang apa atau apapun gitu, mohon shopee hrus ditinjak lnjuti untuk toko SPT itu hrus sat set, okai see you",5,positive
oke,1,negative
ekspedisinya kurang terkontrol merugikan pembeli dan penjual,1,negative
apik,5,positive
saya sangat tertarik dengan barang barang yg murah di shopee 🥰,5,positive
sanggat bgus,5,positive
iklan lu dmana mana ganggu banget,1,negative
sangat bagus,5,positive
Responsif dan banyak pilihan,5,positive
mantap,5,positive
shopy oke,5,positive
shopee sll buat puas costumer masya Allah,5,positive
sangat membantu dalam berbelanja..aplikasi yang sangat bagus,5,positive
shopee sangat bagus kita bisa membeli belanjaan tanpa harus keluar rumah,5,positive
barang bagus sesuai pesanan,4,positive
bagus membantu walaupun dipelosok negeri,5,positive
bermanfaat sekali,5,positive
"belanja online nyaman di sini, banyak promo dan bebas ongkir, trimakasih",5,positive
fani RamaDani,5,positive
banyak penipu,1,negative
baik,5,positive
kurir SPX Instan tolong perbaiki lagi shopee,3,negative
senang,5,positive
a great and perfect,5,positive
sangat cocok untuk belanja online,5,positive
banyak banget pilih an mu beli di sini semuanya ada terus smpai pada tujuan tepat dan pokok nya favorit ku deh,5,positive
"Kecewa dengan ulah kurirnya, dr SPX. Sy ga pernah menolak paket, dibilang penerima menolak paket.. akhirnya paket dikirim balik ke pembeli. alasan ga bisa dikirim ulang. biasanya bisa ada percobaan kirim ulang.",1,negative
"sangat"" buruk☺️☺️ setelah ini GK akan pakai shopee lagi ☺️",1,negative
banyak promonya,5,positive
kecewa dengan Shopi,1,negative
Aplikasi berbelanja santai dan bergaransi,5,positive
cepat tanggap,5,positive
lumayan dari pada lu manyun,4,positive
Revalina,4,positive
"Jam tanganya bagus,pelayanan bagus,barang yg di pesan sesuai harapan kemasan rapi dan aman.",5,positive
cukup menarik,5,positive
ok bgt,5,positive
puas belanja berlangganan dengan Shopee,5,positive
bagus,5,positive
sampe saat ini belum mengecewakan dan puas dengan layanannya.,5,positive
"Lebih bagus lagi di adakan pembayaran menggunakan qrist kayak apk sebelah, jdi untuk memesan makanan atau apapun jadi gampang",4,positive
"aplikasi aneh, saya mau pakai shope lagi setelah beberapa bulan menghapusnya, namun saat verifikasi disuruh scan kode QR dengan akun yang ingin saya pakai, bagaimana cara untuk scan jika akunnya saja belum saya pakai?",1,negative
baik,5,positive
lemot,1,negative
Mantab,5,positive
👎,1,negative
T.O.P B.G.T,5,positive
senang banget belanja di shoppe 😊 apalagi kalo dapat potongan harga 😊😊,5,positive
pesanan sesuai yg di pesan.tepst waktu dan kondisi pesanan baik,5,positive
"Pelayanan sudah, tapi ongkirnya masih kemahalan dan spaylater saya sampai sekarang belum bisa",2,negative
semenjak beralih ke shopee express pengeriman lama sekali,1,negative
Harga barang murah juga pengiriman juga gak lama banget dan datangnya juga termasuk cepat,5,positive
bagus untuk belanja online,4,positive
ongkir shoope skarang murah dan sangat terbaik 👍👍👍👍,5,positive
dengan Shopi mudah belanja,5,positive
"paket selalu nyangkut di jakarta timur Cakung 2 dan banyak kasus yang hilang isi paketnya, saran jangan lagi pakai aplikasi shope kalau nominal nya di atas 500",1,negative
shoppe memudahkan kita blnja online,5,positive
oke moga berkah shopey makin sukses selalu,5,positive
"saran saya, kembalikan lagi kurir dari jnt karena saya merasa muak dengan adanya spx sekarang. kerja nya lambat ngantar nya lama, nelpon customer ga mau, sebaiknya berhentikan saja spx dalam Shopee",1,negative
MURAH-MURAH,5,positive
the best,5,positive
Cinta mati sama si shopee nee,5,positive
bagussss,5,positive
ok,5,positive
pokoknya bagus,4,positive
mempermudah belanja,5,positive
sangatt mempermudah pembelian,5,positive
mantap apk ini,5,positive
dishoppe semua ada . mudah dlm pengembalian barang atau pun dana. cuman sayang masih blm maksimal dlm memfilter toko abal2,5,positive
pengiriman cepat,5,positive
"apklikasi tolol, jasa kirim sampah dapet pesanan shiping proses melulu sampah sampah spx najis",1,negative
makin sini pengiriman makin buruk pelayanan nyaa.,1,negative
Iklan mengganggu handphone saya,5,positive
tiba-tiba akun saya di batasi dan tidak bisa di pulihkan dengan alasan yg sebenernya tidak saya lakukan,1,negative
Bunganya kecilin dikit la pee shopee wkwk,5,positive
"sekarang sudah lebih baik, mungkin lebih bagus lagi, kalo bisa bayar pakai qris/barcode",5,positive
pembelian yang sangat mudah..,5,positive
keren banget,4,positive
alhamdulillah sesuai pesanan,5,positive
barangnya sesuai pesanan dan amana dan jg bisa cod,5,positive
"klau bisa ks kemudahan dn potongan dlm belajan onlie,trus kartel2,,brg2 kw(palsu buat list y,,biar bgi yg awam tdk mudah terkecoh dlm memebeli barang2,di online shope.",5,positive
sangat bagus,5,positive
🔥🔥😋,5,positive
"kenapa ya sekarang saya tidak bisa cod,padahal saya amanah kalo cod,,tolong aktifkan kembali cod agar saya bisa menikmati belanja lagi di shopee..",5,positive
di tarik jadi uwang,5,positive
Sangat puas,5,positive
ok,5,positive
jelek,1,negative
baguss ga ada masalah di aku,5,positive
"Saya kasih bintang 1, kurir nya sangat lambat sekali untuk mengantar paket,tidak ramah,masi kebingungan nanyak alamat customer. sudah jelas situ udah lengkap,sudah kasih tau alamat lengkap customer,tapi Masi aja nanyak nanyak lagi,dan gak sesuai dengan jadwal pengantaran. tolong perbarui sistem kurirnya nya..supaya tidak seperti ini lagi,kalo bisa sat set,jangan lemot banget!",1,negative
lebih membantu,5,positive
bagus kesenuanya,5,positive
mantap,5,positive
bagus buat live jualan,5,positive
ok,5,positive
suka,5,positive
"sangat membantu dalam kebutuhan saya, pelayanan yg baik dan apl ini sangat menjadi rekomendasi yg baik dalam mengatasi kebutuhan👍👍👍",5,positive
shopee membantu bgt,3,negative
"Mantab, diskon besar 😁",5,positive
"kecewa belanja d shopee,barang rusak jual..mau d retur k tokonya malah ga bisa....sangat kecewa",1,negative
coba shopee.. video unboxing kan wajib yah kalau mau komplen. tp pas mau upload video ny pasti memori kebesaran. ribet bgt hrs edit mandiri dulu.. gimana kek apa bisa di editin dr aplikasi shopee nya atau memori nya jangan kekecilan. mau biar cepet ngirim ke wa penjual kan ga semua penjual mau kasi.,3,negative
simple dan aman,5,positive
bagus 👍,5,positive
banyak discon ongkir,5,positive
sangat membantu,5,positive
aplikasi belanja online terbaik,5,positive
sangat buruk,1,negative
ok,5,positive
mantap,5,positive
Belanja murah banyak promo hanya di sini 😘,5,positive
"bagus,,bisa COD",5,positive
membantu banget buat kaum magerannnn keluar,5,positive
sebenarnya suka banget sama app ini tapi kok akhir2 ini setiap buka aplikasi terus buka saya selalu lari ke toko skintific. sangat mengganggu sekali,2,negative
kereeeen👍🏻,5,positive
mantaap,5,positive
belanja di shopee enak,5,positive
"APK NYA BERAT , MAKAN RUANG , DAN BIAYA LAYANAN SERTA ONGKIR DI SHOPE KEMAHALAN !!! ADA VOCHER BERASA GAK GUNA !!! TERUS PERIHAL RETUR SEKARANG JAM NYA GA KAYA DULU ! SEKARANG MALAH LEBIH RIBET ! DITAMBAH GA ADA NOTIF BAWAH KURIR SEDANG MENUJU LOKASI PENGAMBILAN DAN SUDAH DIAMBIL PAKET NYA UPDATE PUN LAMA ! KASUS ABANG GUA RETUR BARANG , PAKET NYA UDAH DI AMBIL TAPI STATUS TIDAK BERUBAH ALIAS DANA GA KEMBALI KARNA PENGAJUAN DITOLAK ! ANEH BIN AJAIB ! PERATURAN NYA MAKIN KESANA MAKIN NGACO !",1,negative
"untuk aplikasinya suka sering lemot gatau karna apa pokonya ini aplikasi suka frezz sendiri gabisa di tekan""",3,negative
bagus sekali,5,positive
paket cepat tiba,5,positive
keren,5,positive
sangat aman dan rekomen jos,5,positive
👌👌mantap,5,positive
"tolong pengemtaran tepat waktu ya kk,,,kami paham dengan waktu yang lama seandainya tempat pemesanan jauh,,,tapi saya udah seringkali mengalami keterlambatan,,,saya berada di padang ya kk....",1,negative
aplikasi belanja terbaik thanks buat aplikasi Shopee,5,positive
"Cuma masukan aja yaa Tolong dong kyk pengirimannya jangan lama2 lebih gercep dikit apalagi shopee expressnya lama bgt pengirimannya, sudah bener kerja sama sama jnt malah diputus padahal jnt itu bagus pengirimannya cepet, gpp punya kurir sendiri tapi jangan lemot",2,negative
pertama belanja di shopee langsung terjamin amanah nya saya suka..sayang ya shopee saya gak bisa pake Paylater,3,negative
belanja mudah dan kualitas bagus,5,positive
blokir toko penipu Yang penting seler Amanah pasti banyak Rizki nya. Aamiin.,5,positive
yg pasti shopee is the best.. ongkir murah meriah dan terjangkau buat kami di Indonesia timur👍👍👍,5,positive
"‎‎saya disini ingin menyampaikan keluhan saya🙏🏻. sebenarnya apk ini udh bagus, tpi tolong pengiriman brg nya harus lebih hati-hati lagi. contoh nya: kemasan paket yg udh rusak, udh sobek, lalu paket org yg nyasar ke alamat yg slh. kurir nya ngaku itu paket nya memang begitu, gatau kenapa bisa sobek. jadi mau siapa yg saya salahkan😭 saya hrp masalah kyk gini jgn terjadi lagi dehh, kmi sebagai pembeli jg beli pakai uang, syg dong udh paket yg dinanti-nanti ehh mlh rusak...",3,negative
pesan di shopee sangat memuaskan pokoknya sy seneng bngeett🥰🥰🥰,5,positive
bagus sekali,5,positive
belanja di shopee di jamin gak kecewa.,5,positive
saya sudah 10 tahun lebih di aplikasi soppe Sangat membantu dan menurut saya pribadi baguss👍👍👍,5,positive
kalau bisa sistem penilaian dirubah. kalau sudah lebih dari 1 bulan tidak bisa update penilaian. karna kita tidak tau gimana cara customer menggunakan produknya. jadi kesalahan bisa terjadi karna kecerobohan customer,5,positive
sangat membantu,5,positive
ya bagus,5,positive
